Complaint ID,Customer ID,Complaint Text,Category,,,,,
1410,CUST6474,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1411,CUST5007,I was hung up on twice by customer service agents.,Customer Service,,,,,
1412,CUST2067,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1413,CUST6654,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
1414,CUST7339,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1415,CUST7961,Refund was promised on call but never processed.,Refund Issues,,,,,
1416,CUST3194,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
1417,CUST7964,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1418,CUST9334,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1419,CUST9620,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
1420,CUST7478,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1421,CUST3045,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
1422,CUST2479,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1423,CUST1939,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1424,CUST5940,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1425,CUST9833,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1426,CUST4976,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1427,CUST9631,Refund claim was closed without informing me.,Refund Issues,,,,,
1428,CUST2115,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1429,CUST1236,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1430,CUST7701,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1431,CUST8011,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1432,CUST5965,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
1433,CUST6823,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1434,CUST2906,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1435,CUST9384,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1436,CUST9182,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1437,CUST7946,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
1438,CUST2899,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1439,CUST1708,I was hung up on twice by customer service agents.,Customer Service,,,,,
1440,CUST7949,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1441,CUST1263,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
1442,CUST4961,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
1443,CUST2245,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1444,CUST8471,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1445,CUST4273,Refund claim was closed without informing me.,Refund Issues,,,,,
1446,CUST7384,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1447,CUST3919,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1448,CUST8493,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1449,CUST9288,Refund was promised on call but never processed.,Refund Issues,,,,,
1450,CUST9952,Refund claim was closed without informing me.,Refund Issues,,,,,
1451,CUST7519,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1452,CUST3018,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1453,CUST8715,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1454,CUST8810,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1455,CUST8578,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1456,CUST2555,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
1457,CUST1737,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
1458,CUST4720,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1459,CUST2418,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
1460,CUST3854,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1461,CUST7741,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1462,CUST4754,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1463,CUST7146,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
1464,CUST1246,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1465,CUST2592,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1466,CUST7500,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
1467,CUST5613,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
1468,CUST3321,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
1469,CUST2868,Refund was promised on call but never processed.,Refund Issues,,,,,
1470,CUST8215,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1471,CUST9317,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
1472,CUST7392,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1473,CUST9169,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
1474,CUST2521,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
1475,CUST7018,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1476,CUST8558,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
1477,CUST4812,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1478,CUST1123,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
1479,CUST6365,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
1480,CUST2000,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1481,CUST8807,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1482,CUST9654,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
1483,CUST7326,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1484,CUST9630,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1485,CUST8867,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1486,CUST8966,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
1487,CUST4659,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1488,CUST8701,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
1489,CUST6935,Refund was promised on call but never processed.,Refund Issues,,,,,
1490,CUST2034,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1491,CUST5842,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1492,CUST3525,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
1493,CUST1062,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
1494,CUST7331,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1495,CUST6768,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
1496,CUST8448,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1497,CUST6990,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1498,CUST5548,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1499,CUST3566,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
1500,CUST5478,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
1501,CUST1623,Refund was promised on call but never processed.,Refund Issues,,,,,
1502,CUST6982,I was hung up on twice by customer service agents.,Customer Service,,,,,
1503,CUST8873,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1504,CUST5091,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1505,CUST7123,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
1506,CUST7566,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
1507,CUST4101,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1508,CUST4409,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
1509,CUST3872,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1510,CUST1587,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1511,CUST6699,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
1512,CUST1481,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1513,CUST9245,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1514,CUST6554,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
1515,CUST8619,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1516,CUST6802,Refund was promised on call but never processed.,Refund Issues,,,,,
1517,CUST1122,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1518,CUST3244,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
1519,CUST3226,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1520,CUST4553,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1521,CUST9762,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
1522,CUST4324,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1523,CUST1188,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
1524,CUST4285,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1525,CUST3334,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
1526,CUST9252,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
1527,CUST9606,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1528,CUST9898,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1529,CUST9895,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1530,CUST3036,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1531,CUST5933,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
1532,CUST9297,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
1533,CUST8723,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1534,CUST5950,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
1535,CUST4515,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
1536,CUST2955,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1537,CUST7269,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1538,CUST1757,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
1539,CUST8985,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
1540,CUST3280,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
1541,CUST7979,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
1542,CUST4132,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1543,CUST9628,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1544,CUST2799,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
1545,CUST7493,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
1546,CUST3898,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1547,CUST6193,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1548,CUST1259,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1549,CUST8963,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1550,CUST5672,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1551,CUST8449,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1552,CUST1107,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1553,CUST2307,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
1554,CUST9208,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1555,CUST2415,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1556,CUST9202,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
1557,CUST4517,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1558,CUST8122,The Air India app keeps freezing while booking tickets.,Ticket Booking Problems,,,,,
1559,CUST1975,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1560,CUST2374,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1561,CUST9179,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
1562,CUST6511,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1563,CUST2926,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1564,CUST2784,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1565,CUST4023,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
1566,CUST9225,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
1567,CUST5010,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1568,CUST4178,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1569,CUST5486,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1570,CUST2477,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1571,CUST6499,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1572,CUST8653,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
1573,CUST3228,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1574,CUST9201,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
1575,CUST2135,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
1576,CUST9074,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1577,CUST6002,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1578,CUST3941,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1579,CUST5508,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1580,CUST8634,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1581,CUST7040,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
1582,CUST1477,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1583,CUST2710,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1584,CUST5601,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1585,CUST8378,My bag handle was broken and no assistance was provided.,Baggage Issues,,,,,
1586,CUST2776,The washrooms were dirty and not maintained during the flight.,In-flight Experience,,,,,
1587,CUST1886,Refund was promised on call but never processed.,Refund Issues,,,,,
1588,CUST6991,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1589,CUST6147,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1590,CUST2076,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
1591,CUST3353,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1592,CUST8400,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
1593,CUST4129,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1594,CUST8020,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
1595,CUST3263,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1596,CUST3279,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
1597,CUST7004,I was hung up on twice by customer service agents.,Customer Service,,,,,
1598,CUST4497,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1599,CUST9441,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
1600,CUST8274,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1601,CUST3870,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
1602,CUST7997,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1603,CUST1771,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1604,CUST4214,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1605,CUST7084,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1606,CUST7677,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1607,CUST1552,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1608,CUST1671,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1609,CUST1974,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1610,CUST4769,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1611,CUST3510,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
1612,CUST5810,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1613,CUST5190,Refund claim was closed without informing me.,Refund Issues,,,,,
1614,CUST5508,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1615,CUST9375,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1616,CUST8364,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1617,CUST2617,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
1618,CUST8898,I was unable to choose meal preferences during booking.,Ticket Booking Problems,,,,,
1619,CUST2155,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1620,CUST1842,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
1621,CUST7093,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1622,CUST2576,Refund was promised on call but never processed.,Refund Issues,,,,,
1623,CUST6481,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1624,CUST7341,Refund was promised on call but never processed.,Refund Issues,,,,,
1625,CUST5068,"I was promised a refund within 7 days, but it has been a month with no update.",Refund Issues,,,,,
1626,CUST3084,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1627,CUST5114,Customer care made me wait on hold for 40 minutes and disconnected.,Customer Service,,,,,
1628,CUST5369,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1629,CUST5549,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
1630,CUST5372,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
1631,CUST3210,Refund claim was closed without informing me.,Refund Issues,,,,,
1632,CUST6788,My flight was rescheduled at the last moment without informing me.,Flight Delay,,,,,
1633,CUST5612,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1634,CUST7954,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1635,CUST4054,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
1636,CUST5221,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
1637,CUST7682,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1638,CUST6959,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1639,CUST7578,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1640,CUST6520,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1641,CUST7219,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
1642,CUST1301,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1643,CUST9266,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
1644,CUST6400,Customer service kept ignoring my follow-up emails.,Customer Service,,,,,
1645,CUST8149,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1646,CUST7583,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
1647,CUST6579,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1648,CUST3395,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1649,CUST8869,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1650,CUST5789,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1651,CUST1667,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1652,CUST2247,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1653,CUST4635,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1654,CUST2645,Customer care did not bother to resolve my issue even after multiple calls.,Customer Service,,,,,
1655,CUST3407,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1656,CUST7638,Refund was promised on call but never processed.,Refund Issues,,,,,
1657,CUST2226,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1658,CUST1528,Flight delay updates were not announced at the airport.,Flight Delay,,,,,
1659,CUST5529,"Even after cancellation, refund status shows as 'in process' for two months.",Refund Issues,,,,,
1660,CUST7906,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
1661,CUST4520,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1662,CUST4184,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1663,CUST8834,I was hung up on twice by customer service agents.,Customer Service,,,,,
1664,CUST5897,I couldn’t complete my booking due to payment gateway issues on the website.,Ticket Booking Problems,,,,,
1665,CUST9735,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
1666,CUST8167,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
1667,CUST1098,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1668,CUST2958,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1669,CUST9442,Refund was promised on call but never processed.,Refund Issues,,,,,
1670,CUST6297,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1671,CUST5397,Cabin crew were inattentive and food trays were not collected on time.,In-flight Experience,,,,,
1672,CUST9966,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1673,CUST4202,"My baggage arrived on the next day, causing huge inconvenience.",Baggage Issues,,,,,
1674,CUST9275,The baggage was returned but items inside were missing.,Baggage Issues,,,,,
1675,CUST7633,I didn’t get my baggage on time and no one at the airport helped me properly.,Baggage Issues,,,,,
1676,CUST7059,The in-flight screen was not working for the entire journey.,In-flight Experience,,,,,
1677,CUST6457,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1678,CUST4276,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1679,CUST1199,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1680,CUST6725,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1681,CUST1461,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
1682,CUST3533,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
1683,CUST5722,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1684,CUST4482,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
1685,CUST6615,The baggage handling was careless and my bag was broken.,Baggage Issues,,,,,
1686,CUST2088,Payment gateway failed multiple times while booking international tickets.,Ticket Booking Problems,,,,,
1687,CUST7431,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1688,CUST7714,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
1689,CUST2914,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1690,CUST3393,Cabin was dirty and there was no blanket on a long flight.,In-flight Experience,,,,,
1691,CUST8654,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1692,CUST9081,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1693,CUST2946,Payment got deducted but ticket confirmation not received.,Ticket Booking Problems,,,,,
1694,CUST1312,Luggage tags were misplaced causing delay in baggage retrieval.,Baggage Issues,,,,,
1695,CUST1181,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1696,CUST6926,Flight was delayed after boarding and we were kept waiting in the plane.,Flight Delay,,,,,
1697,CUST6352,I applied for a refund but it was rejected without valid reasons.,Refund Issues,,,,,
1698,CUST5115,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1699,CUST4621,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1700,CUST7894,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1701,CUST2942,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
1702,CUST3521,Flight was delayed repeatedly and no meals were provided.,Flight Delay,,,,,
1703,CUST6092,I was hung up on twice by customer service agents.,Customer Service,,,,,
1704,CUST2316,Poor in-flight service and dirty seating area during the Air India flight.,In-flight Experience,,,,,
1705,CUST3563,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
1706,CUST3866,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1707,CUST7947,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1708,CUST8697,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
1709,CUST3790,The customer support executive kept transferring my call without resolution.,Customer Service,,,,,
1710,CUST5166,The seat was broken and no assistance was provided to fix it.,In-flight Experience,,,,,
1711,CUST3321,The ticket booking site was extremely slow and kept logging me out.,Ticket Booking Problems,,,,,
1712,CUST1601,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
1713,CUST6886,Refund was promised on call but never processed.,Refund Issues,,,,,
1714,CUST6254,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1715,CUST6835,My luggage was loaded onto the wrong flight and delivered late.,Baggage Issues,,,,,
1716,CUST4921,I received partial refund without any breakdown of charges.,Refund Issues,,,,,
1717,CUST5760,Delayed flight caused me to miss an important meeting.,Flight Delay,,,,,
1718,CUST5649,The Air India customer support was very rude and disconnected my call.,Customer Service,,,,,
1719,CUST2388,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
1720,CUST3746,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
1721,CUST5960,My Air India flight got delayed by 4 hours without any prior notice.,Flight Delay,,,,,
1722,CUST5786,The staff refused to provide updates during a long flight delay.,Flight Delay,,,,,
1723,CUST6762,The representative I spoke to was not able to help and was very impatient.,Customer Service,,,,,
1724,CUST6150,My luggage was damaged when I collected it from the Air India belt.,Baggage Issues,,,,,
1725,CUST5728,Customer care kept giving conflicting answers regarding my complaint.,Customer Service,,,,,
1726,CUST6882,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
1727,CUST7031,Last-minute delay caused me to miss my connecting flight.,Flight Delay,,,,,
1728,CUST8424,"Refund was partially processed without explanation, no response to emails.",Refund Issues,,,,,
1729,CUST4265,Couldn’t select seats while booking online through Air India’s portal.,Ticket Booking Problems,,,,,
1730,CUST2110,Air India flight was delayed without any reason at the airport.,Flight Delay,,,,,
1731,CUST3388,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1732,CUST1394,I cancelled my Air India ticket but refund is still pending after 20 days.,Refund Issues,,,,,
1733,CUST8710,Cabin crew were unprofessional and inattentive during the entire journey.,In-flight Experience,,,,,
1734,CUST4824,The food served was stale and the entertainment system was not working.,In-flight Experience,,,,,
1735,CUST9803,Baggage was missing and I got it after 48 hours without compensation.,Baggage Issues,,,,,
1736,CUST5802,Unable to book tickets as the website crashes every time I make a payment.,Ticket Booking Problems,,,,,
